Employe_num,full_name,gender,location_id,jobtitle_id,age,age_group,lengthservice_year,absent_hour
1506,Joseph Beeman,Male,loc148,jbt15,26,20's,2,0
1507,Christina Naquin,Female,loc153,jbt11,35,30's,17,0
1508,Steven Morgan,Male,loc47,jbt11,46,40's,14,69
1509,Amanda Davis,Female,loc83,jbt15,50,50's,4,162
1510,Theodore Guerrero,Male,loc232,jbt8,55,50's,6,76
1511,Kelly Whitaker,Male,loc232,jbt8,50,50's,4,66
1512,Allen Maloney,Male,loc168,jbt15,32,30's,4,0
1513,Rhonda Coleman,Female,loc166,jbt13,30,30's,3,22
1514,John Sims,Male,loc153,jbt11,39,30's,14,36
1515,Kathryn Wilson,Female,loc232,jbt3,36,30's,11,0
1516,Frances Lucas,Female,loc232,jbt8,52,50's,4,124
1517,Mary Walls,Female,loc232,jbt8,34,30's,2,40
1518,Joyce Jackson,Female,loc110,jbt15,58,50's,2,122
1519,David Godin,Male,loc236,jbt35,54,50's,3,111
1520,Walter Skaggs,Male,loc232,jbt3,37,30's,12,0
1521,Jeanette Chen,Female,loc235,jbt13,36,30's,4,62
1522,Stephanie Ladner,Female,loc114,jbt15,21,20's,5,0
1523,Brian Kelly,Male,loc201,jbt15,43,40's,5,67
1524,Frances Wheeler,Female,loc32,jbt3,50,50's,1,95
1525,Dolores White,Female,loc57,jbt39,53,50's,2,56
1526,Edmond Shapiro,Male,loc188,jbt3,50,50's,11,43
1527,Monty Abbott,Male,loc12,jbt37,19,<20's,4,0
1528,Dorothy Sims,Female,loc148,jbt15,54,50's,4,109
1529,Shirley Royal,Female,loc149,jbt2,37,30's,3,0
1530,Christopher Hammond,Male,loc215,jbt15,48,40's,3,143
1531,Roger Sousa,Male,loc190,jbt15,56,50's,3,76
1532,Barbara Trudel,Female,loc235,jbt35,41,40's,7,30
1533,Maricela Hinds,Female,loc116,jbt6,51,50's,3,149
1534,Betty Tinsley,Female,loc232,jbt2,50,50's,6,74
1535,David Wallace,Male,loc225,jbt36,34,30's,2,19
1536,Lucile Royster,Female,loc62,jbt5,49,40's,3,119
1537,Hassan Terpstra,Male,loc56,jbt37,64,60's,3,187
1538,Lois Harding,Female,loc35,jbt13,71,70's,4,224
1539,Marjorie Russell,Female,loc114,jbt35,33,30's,2,15
1540,Ignacio Wilson,Male,loc173,jbt35,32,30's,5,0
1541,Charles James,Male,loc232,jbt2,50,50's,9,52
1542,Joy Nealey,Female,loc170,jbt15,41,40's,4,121
1543,Cynthia Spencer,Female,loc110,jbt37,30,30's,6,0
1544,Wally Ouimet,Male,loc19,jbt35,54,50's,3,128
1545,Ronald Austin,Male,loc236,jbt35,44,40's,2,115
1546,Joan Russell,Female,loc232,jbt8,31,30's,3,18
1547,Daniel Mitchell,Male,loc113,jbt15,36,30's,2,35
1548,Douglas Anderson,Male,loc173,jbt15,48,40's,0,87
1549,Margie Duran,Female,loc57,jbt37,39,30's,4,44
1550,Stanley Roth,Male,loc149,jbt4,35,30's,8,0
1551,Kathleen Magee,Female,loc232,jbt4,33,30's,13,0
1552,Katie Wood,Female,loc187,jbt15,52,50's,4,139
1553,Michelle Taylor,Female,loc226,jbt39,17,<20's,4,0
1554,Ruben Speed,Male,loc232,jbt8,46,40's,5,45
1555,Barbara Ramirez,Female,loc248,jbt39,48,40's,3,97
1556,Thomas Mecham,Male,loc225,jbt15,60,60's,1,134
1557,Van Dunn,Male,loc149,jbt4,52,50's,6,104
1558,Dana Heid,Female,loc114,jbt35,36,30's,6,37
1559,Elsie Edson,Female,loc243,jbt39,43,40's,2,133
1560,John Nimmons,Male,loc204,jbt35,54,50's,3,82
1561,Ida Klein,Female,loc215,jbt15,42,40's,4,77
1562,Sandra Gossett,Female,loc149,jbt1,27,20's,3,0
1563,Nolan Sullivan,Male,loc31,jbt15,43,40's,6,114
1564,Mitchell Gutierrez,Male,loc141,jbt6,47,40's,5,86
1565,James Donohue,Male,loc141,jbt15,50,50's,5,88
1566,James Sousa,Male,loc146,jbt35,33,30's,7,22
1567,Elijah Heroux,Male,loc232,jbt8,34,30's,2,59
1568,Christopher Hosier,Male,loc136,jbt35,24,20's,5,0
1569,Charlotte Simpson,Female,loc232,jbt1,43,40's,2,76
1570,Nicole Thompson,Female,loc232,jbt1,45,40's,11,34
1571,Cheryl Aparicio,Female,loc81,jbt6,36,30's,3,22
1572,Steven Dreyer,Male,loc243,jbt6,47,40's,7,58
1573,Mark Brown,Male,loc31,jbt15,38,30's,6,31
1574,Brenda Tindle,Female,loc30,jbt15,38,30's,3,24
1575,Mary Moore,Female,loc187,jbt15,48,40's,4,99
1576,Jewel McDougle,Male,loc56,jbt35,51,50's,5,84
1577,Mark Naylor,Male,loc236,jbt35,42,40's,6,62
1578,Sharon Orr,Female,loc137,jbt36,46,40's,3,90
1579,Sherman Gutierrez,Male,loc236,jbt35,36,30's,5,5
1580,Lori Duckworth,Female,loc10,jbt13,29,20's,3,33
1581,Robert Styles,Male,loc210,jbt13,41,40's,3,47
1582,Concepcion Green,Female,loc232,jbt8,40,40's,6,69
1583,Maxine Clark,Female,loc6,jbt1,32,30's,1,0
1584,Carlos Centeno,Male,loc225,jbt37,58,50's,4,142
1585,Barbara Spurlock,Female,loc32,jbt1,36,30's,1,103
1586,Blanche Barth,Female,loc172,jbt13,49,40's,5,97
1587,Steven Davis,Male,loc216,jbt32,62,60's,4,148
1588,Danny Mann,Male,loc232,jbt32,50,50's,3,113
1589,Annie Stephens,Female,loc216,jbt32,47,40's,1,158
1590,Michael Forbush,Male,loc215,jbt6,35,30's,5,0
1591,Dennis Wade,Male,loc236,jbt35,23,20's,4,0
1592,Amelia Strickland,Female,loc215,jbt15,27,20's,5,11
1593,Karen Johnson,Female,loc148,jbt15,64,60's,5,252
1594,Dorothy Myers,Female,loc232,jbt42,43,40's,6,92
1595,Elizabeth Bolin,Female,loc236,jbt15,29,20's,3,9
1596,James Foret,Male,loc152,jbt42,35,30's,5,0
1597,Gertrude Brannum,Female,loc36,jbt15,42,40's,3,39
1598,Robert Fischer,Male,loc232,jbt8,52,50's,3,106
1599,Sue Toledo,Female,loc232,jbt8,57,50's,4,137
1600,Benjamin Ulloa,Male,loc232,jbt8,38,30's,5,0
1601,Michael Jackson,Male,loc146,jbt35,26,20's,2,0
1602,Darron Kolodziej,Male,loc232,jbt36,56,50's,4,146
1603,Tammy Ridgeway,Female,loc232,jbt39,57,50's,4,143
1604,Michael Dilday,Male,loc94,jbt42,36,30's,5,41
1605,Eldon Coleman,Male,loc158,jbt15,44,40's,5,5
1606,Lisa Helms,Female,loc239,jbt42,31,30's,2,23
1607,Felicia Fujita,Female,loc215,jbt15,48,40's,1,109
1608,Linda Senger,Female,loc236,jbt35,56,50's,4,160
1609,Betty Gupta,Female,loc232,jbt6,31,30's,6,24
1610,Sheila Carson,Female,loc54,jbt35,43,40's,2,96
1611,Jessie Batts,Male,loc232,jbt8,34,30's,2,21
1612,Charlotte Sippel,Female,loc236,jbt35,50,50's,4,64
1613,George Rivera,Male,loc179,jbt15,44,40's,3,40
1614,Joseph Games,Male,loc232,jbt8,36,30's,2,36
1615,Margie Ash,Female,loc232,jbt15,35,30's,5,52
1616,Richard Austin,Male,loc232,jbt8,49,40's,4,60
1617,Kyle Coffman,Male,loc236,jbt15,46,40's,5,72
1618,Mayola Colgan,Female,loc232,jbt37,50,50's,5,124
1619,Rosetta Replogle,Female,loc238,jbt35,34,30's,3,4
1620,Michael Davis,Male,loc5,jbt35,25,20's,4,0
1621,Rene Moore,Male,loc244,jbt8,31,30's,7,0
1622,Cindy Lee,Female,loc232,jbt13,51,50's,5,171
1623,Eileen Jones,Female,loc179,jbt39,34,30's,4,50
1624,Lillian Crabtree,Female,loc161,jbt35,24,20's,1,0
1625,Kathy England,Female,loc31,jbt36,29,20's,5,0
1626,Judith Jaquez,Female,loc179,jbt15,30,30's,5,44
1627,Raymond Sanchez,Male,loc31,jbt39,28,20's,3,3
1628,Donnie Hogan,Female,loc232,jbt42,47,40's,3,109
1629,Gabriel McCall,Male,loc236,jbt15,32,30's,2,1
1630,Nathan Stalcup,Male,loc163,jbt35,45,40's,3,48
1631,Donald Vasquez,Male,loc31,jbt15,32,30's,4,0
1632,Frank Ramirez,Male,loc1,jbt42,33,30's,4,0
1633,Vanessa Frampton,Female,loc179,jbt6,24,20's,6,0
1634,Sam Johnson,Male,loc213,jbt15,38,30's,5,0
1635,Frank Rodriguez,Male,loc148,jbt36,46,40's,5,90
1636,Joseph Ceja,Male,loc214,jbt15,49,40's,4,81
1637,John Watson,Male,loc179,jbt15,46,40's,3,71
1638,Edythe Stanley,Female,loc148,jbt15,48,40's,3,113
1639,Thomas Hake,Male,loc246,jbt35,38,30's,5,31
1640,Tesha Murillo,Female,loc236,jbt35,43,40's,0,77
1641,Edna Barnes,Female,loc148,jbt39,40,40's,4,55
1642,Nicholas Craig,Male,loc166,jbt35,42,40's,3,18
1643,Dorla Peters,Female,loc134,jbt37,21,20's,4,0
1644,George Abbott,Male,loc232,jbt8,38,30's,6,0
1645,Rebecca Levi,Female,loc57,jbt35,31,30's,8,14
1646,Theresa Nelson,Female,loc232,jbt36,43,40's,4,94
1647,Catherine Herr,Female,loc147,jbt35,39,30's,7,76
1648,James Sorg,Male,loc148,jbt6,33,30's,3,5
1649,Tamara McDowell,Female,loc167,jbt8,31,30's,8,27
1650,Brenda Reed,Female,loc148,jbt15,52,50's,3,76
1651,Mitchell Gustin,Male,loc243,jbt15,38,30's,4,15
1652,Jeremiah Smith,Male,loc225,jbt13,57,50's,3,130
1653,Helen Hoefer,Female,loc232,jbt8,33,30's,5,38
1654,Denise Dry,Female,loc232,jbt39,27,20's,2,0
1655,Jason Miller,Male,loc195,jbt35,42,40's,4,11
1656,Maribel Barry,Female,loc236,jbt15,41,40's,6,82
1657,Ella Hershberger,Female,loc239,jbt15,51,50's,2,128
1658,Lynn Lee,Female,loc148,jbt15,52,50's,2,158
1659,Sofia Sanders,Female,loc148,jbt15,24,20's,3,0
1660,Ronald Delgado,Male,loc169,jbt35,55,50's,6,103
1661,Adam Specht,Male,loc66,jbt6,50,50's,0,69
1662,Tiffany Eckert,Female,loc5,jbt42,43,40's,2,63
1663,Eva Simpson,Female,loc232,jbt6,26,20's,4,0
1664,Kim Manning,Female,loc148,jbt37,31,30's,5,0
1665,Gerardo Negron,Male,loc67,jbt8,31,30's,5,0
1666,Clarence Finn,Male,loc101,jbt15,64,60's,6,143
1667,Melissa Taylor,Female,loc112,jbt35,48,40's,2,114
1668,Kimberly Ponce,Female,loc232,jbt8,47,40's,6,98
1669,James Lawrence,Male,loc232,jbt8,43,40's,6,58
1670,Tara McDonald,Female,loc110,jbt35,49,40's,5,119
1671,Ronald Sims,Male,loc232,jbt8,56,50's,7,124
1672,Noe Lee,Male,loc130,jbt35,42,40's,8,42
1673,Mark Brooks,Male,loc232,jbt15,53,50's,6,127
1674,Carol Wall,Female,loc232,jbt37,34,30's,2,62
1675,John Walls,Male,loc176,jbt15,33,30's,1,9
1676,Theodore Shultz,Male,loc232,jbt8,37,30's,4,53
1677,Jackie Carroll,Female,loc5,jbt36,50,50's,2,81
1678,Sharee Nick,Female,loc112,jbt35,47,40's,7,106
1679,Timothy Pointer,Male,loc67,jbt8,32,30's,6,54
1680,Lori Scott,Female,loc184,jbt15,37,30's,5,38
1681,Mary Smith,Female,loc217,jbt35,39,30's,3,59
1682,Steven Cobb,Male,loc232,jbt8,52,50's,2,125
1683,Eileen Constable,Female,loc4,jbt35,42,40's,1,74
1684,Amanda Jackson,Female,loc166,jbt15,48,40's,3,81
1685,Hope Beasley,Female,loc232,jbt13,38,30's,3,15
1686,James Black,Male,loc232,jbt8,43,40's,3,47
1687,Barry Crooks,Male,loc35,jbt15,35,30's,7,0
1688,Harold Guenther,Male,loc58,jbt15,43,40's,5,45
1689,Charles Vega,Male,loc232,jbt42,42,40's,4,19
1690,Thomas Cook,Male,loc41,jbt35,41,40's,3,91
1691,Victoria Soltys,Female,loc99,jbt8,37,30's,2,85
1692,Lucille Moro,Female,loc232,jbt8,51,50's,4,102
1693,Lisa Stone,Female,loc232,jbt36,42,40's,6,72
1694,Mika Pawlak,Female,loc221,jbt15,32,30's,6,51
1695,Paul Rogers,Male,loc187,jbt36,35,30's,5,14
1696,John Richards,Male,loc166,jbt35,41,40's,4,58
1697,Brian Terry,Male,loc215,jbt15,40,40's,1,38
1698,Charles Block,Male,loc54,jbt15,53,50's,1,129
1699,Freddie Schultz,Male,loc58,jbt15,46,40's,3,87
1700,Jeremy Nero,Male,loc233,jbt13,26,20's,3,0
1701,Shawn Heath,Male,loc176,jbt35,49,40's,4,132
1702,Susan Beverly,Female,loc152,jbt35,22,20's,2,4
1703,Elaine Zamora,Female,loc232,jbt39,34,30's,4,15
1704,Rosendo Griffin,Male,loc219,jbt15,36,30's,1,35
1705,Tammy Thomas,Female,loc187,jbt39,31,30's,4,14
1706,Wesley Smith,Male,loc112,jbt35,36,30's,6,0
1707,Sallie Warner,Female,loc210,jbt35,48,40's,4,93
1708,Bonnie Gray,Female,loc235,jbt35,50,50's,4,80
1709,James Brown,Male,loc232,jbt6,51,50's,2,72
1710,Bebe Stevenson,Female,loc112,jbt35,35,30's,6,48
1711,Jerry Tijerina,Male,loc57,jbt35,34,30's,7,13
1712,Roy Fanning,Male,loc236,jbt35,30,30's,5,26
1713,Kenneth Vester,Male,loc94,jbt15,57,50's,5,123
1714,Kathy Bagwell,Female,loc87,jbt15,35,30's,4,44
1715,Kimberly Harding,Female,loc232,jbt8,53,50's,3,105
1716,John Davis,Male,loc232,jbt15,32,30's,5,37
1717,Peter Jackson,Male,loc114,jbt15,47,40's,4,73
1718,Katherine Hall,Female,loc232,jbt37,38,30's,4,72
1719,Rebecca Arsenault,Female,loc113,jbt15,43,40's,3,71
1720,Mary Rodriguez,Female,loc236,jbt35,34,30's,4,9
1721,Ben Short,Male,loc94,jbt35,43,40's,5,28
1722,Gerald Maldonado,Male,loc89,jbt36,38,30's,5,8
1723,Charles Hayes,Male,loc35,jbt35,47,40's,4,62
1724,Eileen Morris,Female,loc232,jbt13,32,30's,4,0
1725,Alton Anderson,Male,loc148,jbt13,44,40's,3,83
1726,George Jordan,Male,loc232,jbt42,45,40's,6,48
1727,Tracy Johnson,Female,loc148,jbt15,35,30's,5,38
1728,Agnes Lowery,Female,loc58,jbt15,48,40's,4,110
1729,Adam Tarver,Male,loc139,jbt35,48,40's,3,95
1730,Edward Sherman,Male,loc31,jbt6,36,30's,6,19
1731,Tony Lutes,Male,loc232,jbt36,56,50's,4,94
1732,Christopher Goering,Male,loc165,jbt35,42,40's,4,3
1733,Danielle Ahmed,Female,loc35,jbt35,42,40's,7,28
1734,Carly Borunda,Female,loc187,jbt15,46,40's,6,40
1735,Herman Jones,Male,loc232,jbt39,29,20's,4,1
1736,Phillip Barden,Male,loc232,jbt8,53,50's,3,120
1737,Brian Morgan,Male,loc46,jbt15,35,30's,4,16
1738,Ellen Luna,Female,loc59,jbt15,43,40's,4,141
1739,Chris Clay,Male,loc165,jbt15,46,40's,5,99
1740,Erin Emmanuel,Female,loc112,jbt35,26,20's,4,0
1741,Debra Stover,Female,loc194,jbt15,43,40's,3,35
1742,Elizabeth Cuthbertson,Female,loc179,jbt15,39,30's,3,6
1743,Donna Truax,Female,loc232,jbt8,39,30's,5,62
1744,Billy Floyd,Male,loc179,jbt35,26,20's,5,0
1745,John Koonce,Male,loc148,jbt35,44,40's,3,91
1746,Patricia Wall,Female,loc247,jbt35,29,20's,5,21
1747,Donnie Eddy,Female,loc146,jbt35,39,30's,4,134
1748,Bernadine Pimentel,Female,loc170,jbt36,40,40's,3,56
1749,Janice Barnes,Female,loc236,jbt15,39,30's,2,23
1750,Elba Prestwood,Female,loc67,jbt15,51,50's,4,90
1751,Phillip Foster,Male,loc28,jbt15,45,40's,5,56
1752,Audrey Hooten,Female,loc163,jbt35,35,30's,4,78
1753,John Thomas,Male,loc170,jbt39,48,40's,2,72
1754,Thomas Washington,Male,loc232,jbt8,47,40's,4,58
1755,Antonio Webb,Male,loc100,jbt15,50,50's,4,141
1756,Josefina Warren,Female,loc236,jbt15,44,40's,3,29
1757,Gabriel Young,Male,loc232,jbt6,35,30's,4,49
1758,Joseph Cummings,Male,loc125,jbt42,28,20's,3,0
1759,Jerry Nguyen,Male,loc184,jbt37,26,20's,4,0
1760,Joseph Rice,Male,loc232,jbt15,44,40's,5,39
1761,Phillip Bailey,Male,loc1,jbt36,58,50's,3,157
1762,Santos Gay,Female,loc236,jbt15,28,20's,5,24
1763,Ramon Santillan,Male,loc57,jbt35,56,50's,4,88
1764,William Gaddis,Male,loc213,jbt37,33,30's,5,0
1765,James Millette,Male,loc232,jbt37,34,30's,7,8
1766,John Jones,Male,loc232,jbt13,38,30's,8,40
1767,Ruth Ross,Female,loc166,jbt35,27,20's,6,0
1768,Alison Rosen,Female,loc35,jbt15,54,50's,4,124
1769,Mary Roe,Female,loc31,jbt15,33,30's,4,16
1770,Carol Ford,Female,loc232,jbt42,44,40's,8,52
1771,Geneva Oquinn,Female,loc232,jbt36,43,40's,2,79
1772,Todd Martin,Male,loc31,jbt15,52,50's,3,104
1773,Carol Alpert,Female,loc236,jbt35,30,30's,4,0
1774,Heriberto Goodrich,Male,loc236,jbt35,51,50's,4,61
1775,Dallas Ervin,Male,loc166,jbt15,39,30's,4,35
1776,Eva Dahl,Female,loc89,jbt39,51,50's,5,133
1777,Pamela Madison,Female,loc232,jbt39,39,30's,2,61
1778,Danielle Johnson,Female,loc232,jbt6,32,30's,1,1
1779,Louise Quimby,Female,loc236,jbt35,31,30's,3,0
1780,Deborah Swindler,Female,loc35,jbt35,32,30's,5,33
1781,Chris Zepeda,Male,loc221,jbt35,36,30's,6,102
1782,Dorothy Rivera,Female,loc236,jbt35,21,20's,4,0
1783,John Forrest,Male,loc5,jbt39,42,40's,4,48
1784,Salvador Rowe,Male,loc30,jbt13,40,40's,5,0
1785,Lana Chavez,Female,loc232,jbt15,29,20's,3,22
1786,Ezra Rollins,Male,loc232,jbt8,37,30's,5,84
1787,Herbert Carpenter,Male,loc236,jbt15,43,40's,5,62
1788,Jerry Sieg,Male,loc232,jbt37,46,40's,4,98
1789,Brian Rhodes,Male,loc232,jbt13,45,40's,4,25
1790,Deborah Matthews,Female,loc33,jbt35,33,30's,4,11
1791,Donna Ross,Female,loc152,jbt36,47,40's,1,65
1792,Claire Moffit,Female,loc215,jbt37,36,30's,6,38
1793,Connie Chitty,Female,loc232,jbt35,41,40's,5,37
1794,Sharon Lane,Female,loc232,jbt35,39,30's,0,51
1795,Beverly Esposito,Female,loc232,jbt8,48,40's,6,99
1796,Nellie Hodson,Female,loc215,jbt13,53,50's,4,133
1797,Marjorie Solomon,Female,loc76,jbt35,30,30's,5,0
1798,Roberta Harrington,Female,loc35,jbt35,30,30's,2,0
1799,Kathryn Bumgarner,Female,loc244,jbt15,48,40's,2,67
1800,Muriel Collins,Female,loc166,jbt35,26,20's,6,12
1801,Julio Turner,Male,loc221,jbt35,43,40's,3,74
1802,Suzanne Jones,Female,loc243,jbt35,34,30's,2,47
1803,John Fannin,Male,loc232,jbt8,24,20's,6,0
1804,Jean Young,Female,loc215,jbt35,48,40's,1,87
1805,Stanley Smith,Male,loc112,jbt35,19,<20's,4,0
1806,Brian Rivers,Male,loc193,jbt35,38,30's,3,36
1807,Douglas Ingraham,Male,loc1,jbt39,25,20's,3,0
1808,Michael Hottinger,Male,loc235,jbt35,64,60's,4,146
1809,Gina Lund,Female,loc232,jbt8,40,40's,2,44
1810,Betty Andrews,Female,loc232,jbt35,32,30's,2,0
1811,Scott Halterman,Male,loc243,jbt35,54,50's,5,60
1812,Ernest Fryman,Male,loc57,jbt15,55,50's,6,78
1813,Christopher Chandler,Male,loc146,jbt35,42,40's,3,26
1814,Jess Lile,Male,loc236,jbt15,40,40's,5,6
1815,Jerri Cabrales,Female,loc59,jbt35,44,40's,3,77
1816,Ian Alaniz,Male,loc166,jbt35,49,40's,2,75
1817,Yvette Dunkley,Female,loc125,jbt36,36,30's,4,0
1818,James McKinney,Male,loc79,jbt42,42,40's,5,42
1819,Francis Dickerson,Male,loc31,jbt37,51,50's,2,50
1820,Roger Brindley,Male,loc168,jbt35,49,40's,4,114
1821,Ricky Singleton,Male,loc193,jbt35,51,50's,3,79
1822,Betty Rich,Female,loc232,jbt8,43,40's,5,13
1823,Patricia Jarrell,Female,loc184,jbt15,52,50's,2,137
1824,Jeff Daley,Male,loc46,jbt36,51,50's,4,83
1825,William Peterson,Male,loc148,jbt35,25,20's,4,0
1826,Felipe Gonzales,Male,loc236,jbt35,42,40's,4,44
1827,Gloria Phillips,Female,loc143,jbt15,24,20's,3,0
1828,Blake Novotny,Male,loc148,jbt15,41,40's,5,67
1829,Kemberly Huber,Female,loc232,jbt35,39,30's,3,59
1830,Joseph Meighan,Male,loc232,jbt35,42,40's,2,35
1831,Susan Bass,Female,loc139,jbt35,43,40's,3,37
1832,Donald Crayton,Male,loc111,jbt15,45,40's,5,61
1833,Charles Brown,Male,loc5,jbt6,51,50's,6,116
1834,Alice Craft,Female,loc210,jbt35,41,40's,8,109
1835,Ronald Williams,Male,loc232,jbt35,33,30's,5,0
1836,Carlos Gebhart,Male,loc236,jbt35,34,30's,4,9
1837,Allison Nakagawa,Female,loc125,jbt15,30,30's,2,0
1838,Daniel Hicks,Male,loc243,jbt35,46,40's,3,80
1839,Sherry Hanson,Female,loc213,jbt35,38,30's,5,80
1840,Stanley Taylor,Male,loc232,jbt35,39,30's,5,14
1841,Dean Banks,Male,loc215,jbt35,52,50's,5,117
1842,Jeffrey Britt,Male,loc31,jbt13,37,30's,5,13
1843,Dorothy Lynn,Female,loc148,jbt35,38,30's,4,61
1844,Florence Toth,Female,loc125,jbt15,46,40's,4,78
1845,Donna Conner,Female,loc236,jbt35,48,40's,3,92
1846,Rhonda Carter,Female,loc111,jbt35,54,50's,2,142
1847,Esther Clarke,Female,loc175,jbt15,47,40's,7,86
1848,Marcus Henderson,Male,loc53,jbt35,50,50's,6,62
1849,Donald Shick,Male,loc244,jbt42,50,50's,4,81
1850,Fred Kirkpatrick,Male,loc57,jbt35,58,50's,4,115
1851,Latesha Delariva,Female,loc232,jbt8,55,50's,6,143
1852,Sandra Morrissey,Female,loc215,jbt35,53,50's,4,117
1853,Tommy Bailey,Male,loc56,jbt15,43,40's,3,47
1854,Betty Ayala,Female,loc57,jbt35,42,40's,4,44
1855,Wendell Dixon,Male,loc236,jbt35,37,30's,3,35
1856,David Ryan,Male,loc213,jbt35,57,50's,4,92
1857,Karissa Dozier,Female,loc148,jbt15,32,30's,3,10
1858,John Kearns,Male,loc58,jbt35,36,30's,4,0
1859,Peter McLeod,Male,loc187,jbt6,34,30's,5,17
1860,Edward Brown,Male,loc112,jbt35,40,40's,5,27
1861,Sarah Rivas,Female,loc232,jbt35,46,40's,3,106
1862,Martin Gonzales,Male,loc215,jbt15,26,20's,2,0
1863,Barbara Lachapelle,Female,loc46,jbt39,36,30's,3,46
1864,Margaretta Coburn,Female,loc198,jbt15,50,50's,5,84
1865,Mary Pruett,Female,loc148,jbt35,38,30's,4,47
1866,Marti Kincer,Female,loc114,jbt35,42,40's,4,87
1867,Marjorie Stephens,Female,loc232,jbt35,30,30's,2,0
1868,Ruth Lucas,Female,loc221,jbt35,31,30's,5,0
1869,Santos Inman,Male,loc148,jbt35,32,30's,3,3
1870,Geraldine Aron,Female,loc215,jbt35,57,50's,6,134
1871,Beverly Karam,Female,loc148,jbt35,26,20's,4,17
1872,Roxanne Berg,Female,loc235,jbt35,43,40's,5,74
1873,Justin Trahan,Male,loc238,jbt35,47,40's,8,86
1874,Miguel Hutson,Male,loc172,jbt35,44,40's,3,61
1875,Lois Hampton,Female,loc232,jbt35,28,20's,5,0
1876,Bryan Salcido,Male,loc31,jbt15,39,30's,3,37
1877,Arlen Drayton,Male,loc244,jbt15,49,40's,4,74
1878,Kathleen Greer,Female,loc179,jbt35,42,40's,4,40
1879,Dennis Rodriguez,Male,loc63,jbt5,39,30's,1,107
1880,Alvina Shepherd,Female,loc1,jbt35,23,20's,5,0
1881,Miles Sanders,Male,loc179,jbt15,33,30's,4,49
1882,Chad Bates,Male,loc179,jbt35,52,50's,4,123
1883,Arthur Roberson,Male,loc33,jbt15,67,60's,3,171
1884,Tu Everhart,Female,loc244,jbt35,59,50's,3,164
1885,Christine Prinz,Female,loc31,jbt35,38,30's,2,42
1886,Leslie Gonzales,Female,loc232,jbt35,56,50's,4,145
1887,Mildred Wood,Female,loc232,jbt8,60,60's,5,157
1888,George Blade,Male,loc1,jbt6,45,40's,3,36
1889,Ruth George,Female,loc138,jbt39,25,20's,7,0
1890,Rachelle Morin,Female,loc114,jbt35,40,40's,3,51
1891,Jamie Aguiar,Female,loc90,jbt35,50,50's,5,116
1892,Joi Sanders,Female,loc232,jbt35,46,40's,3,98
1893,Cheryl Pruitt,Female,loc215,jbt15,46,40's,3,102
1894,Ronnie McBroom,Male,loc215,jbt35,50,50's,3,60
1895,Tommie Anderson,Female,loc230,jbt35,40,40's,3,72
1896,Marcia Wilson,Female,loc232,jbt35,45,40's,6,91
1897,Milton Valentino,Male,loc215,jbt35,30,30's,6,19
1898,Joseph Lenox,Male,loc75,jbt37,61,60's,4,173
1899,Edward Riddle,Male,loc232,jbt35,46,40's,6,68
1900,Ann Romeo,Female,loc170,jbt6,35,30's,5,0
1901,Alexander Brown,Male,loc1,jbt15,47,40's,3,89
1902,Hazel White,Female,loc232,jbt8,55,50's,5,148
1903,Chelsea Tomlinson,Female,loc232,jbt8,42,40's,4,74
1904,Debra Bracken,Female,loc109,jbt35,36,30's,4,58
1905,Christine Schwartz,Female,loc232,jbt35,34,30's,5,3
1906,Debbie Boyes,Female,loc215,jbt35,46,40's,3,99
1907,Kenneth Lindley,Male,loc232,jbt8,40,40's,5,56
1908,Barbara Burns,Female,loc236,jbt15,55,50's,6,134
1909,Robert Marro,Male,loc148,jbt35,53,50's,8,117
1910,Angela Garner,Female,loc62,jbt38,33,30's,4,38
1911,Sally Hester,Female,loc232,jbt35,45,40's,4,37
1912,Mary Davis,Female,loc205,jbt35,57,50's,2,195
1913,William Roberts,Male,loc5,jbt15,35,30's,3,50
1914,Juan Bivona,Male,loc78,jbt39,44,40's,4,59
1915,Lieselotte Moore,Female,loc239,jbt15,32,30's,1,0
1916,Jessica Kavanaugh,Female,loc232,jbt35,29,20's,4,34
1917,Lane Mansfield,Female,loc18,jbt35,37,30's,2,57
1918,Alan Orr,Male,loc232,jbt35,30,30's,1,14
1919,Michael Burchard,Male,loc148,jbt35,36,30's,4,38
1920,Jaime Oliver,Male,loc236,jbt15,32,30's,2,0
1921,Michael Shin,Male,loc232,jbt35,45,40's,4,52
1922,Pauline Henderson,Female,loc132,jbt35,52,50's,5,93
1923,Sheila Vasquez,Female,loc95,jbt15,63,60's,3,141
1924,Stephen Wingfield,Male,loc232,jbt35,27,20's,5,0
1925,Michael Bible,Male,loc232,jbt8,24,20's,3,0
1926,Shirley Bennett,Female,loc114,jbt35,57,50's,4,145
1927,Edna Rowsey,Female,loc223,jbt35,28,20's,5,20
1928,Joanne Kendall,Female,loc232,jbt35,29,20's,3,0
1929,Abraham Doggett,Male,loc125,jbt15,43,40's,6,13
1930,Janet Jenkins,Female,loc236,jbt15,26,20's,5,0
1931,Thomas King,Male,loc170,jbt15,69,60's,2,166
1932,Debra Griggs,Female,loc239,jbt6,57,50's,7,178
1933,Aaron Greenblatt,Male,loc148,jbt42,33,30's,4,0
1934,Leslie Perkins,Male,loc236,jbt35,47,40's,4,122
1935,Frances Mason,Female,loc215,jbt35,15,<20's,3,0
1936,Daniel Kistler,Male,loc232,jbt35,32,30's,5,0
